_Glon,_Glat,recno,3FGL,VHE,Cln,CName,RAJ2000,DEJ2000,Sep,PosErr,SpCl,SEDCl,lognu,lognuRf,z,Prob,LR-RG,LR-XGP,logCpt,FRad,n_FRad,FX,Vmag1,Vmag2,ARO,AOX,Simbad
150.1827909,-13.7341225,251,J0316.6+4119,1,Y,IC 310,49.17908,41.32489,0.012,0.037,rdg,-,,,0.019,0.998,0.911,0.951,,168.99,N,109.0,8.164,11.46,0.03,1.94,Simbad
162.8323092,-29.6531886,252,J0318.7+2134,0,Y,MG3 J031849+2135,49.69029,21.57686,0.006,0.046,bcu II,ISP,14.58,14.58,,0.999,0.859,0.0,0.173,65.75,N,,18.492,,0.49,,Simbad
165.1067582,-31.6972357,253,J0319.8+1847,1,Y,RBS 0413,49.96587,18.7596,0.027,0.035,bll,HSP,16.91,16.986,0.19,1.0,0.0,0.961,-0.107,22.89,N,270.0,17.913,17.07,0.3,0.8,Simbad
150.575809,-13.2612134,254,J0319.8+4130,1,Y,NGC 1275,49.95067,41.5117,0.006,0.01,rdg,LSP,13.565,13.573,0.0175,1.0,0.997,0.996,,22829.82,N,7640.0,,,,,Simbad
162.0884072,-27.5945437,255,J0322.0+2335,0,Y,MG3 J032201+2336,50.49988,23.60311,0.017,0.031,bll,HSP,15.755,15.755,,1.0,0.884,0.897,,76.74,N,20.9,16.797,,0.35,1.37,Simbad
184.0339927,-45.2344877,256,J0323.6-0109,0,Y,1RXS J032342.6-011131,50.93175,-1.19617,0.05,0.051,bll,ISP,14.64,14.64,,0.992,0.0,0.808,,30.33,N,14.5,17.818,,0.38,1.2,Simbad
155.7267892,-18.756536,257,J0325.2+3410,0,Y,1H 0323+342,51.17151,34.1794,0.118,0.098,nlsy1,HSP,15.193,15.218,0.061,0.951,0.847,0.845,,614.46,N,120.0,12.724,,0.15,1.74,Simbad
270.8444502,-49.834014,258,J0325.2-5634,0,Y,1RXS J032521.8-563543,51.34802,-56.59574,0.03,0.053,bll,HSP,16.14,16.165,0.06023,0.995,0.0,0.872,-0.383,73.3,S,24.3,12.621,,0.07,1.92,Simbad
163.669862,-28.0214115,259,J0325.5+2223,0,Y,TXS 0322+222,51.40339,22.4001,0.004,0.064,fsrq,LSP,12.56,13.047,2.066,1.0,0.931,0.0,1.614,525.27,N,,19.597,,0.78,0.95,Simbad
204.8665355,-52.9289279,260,J0325.6-1648,0,Y,RBS 0421,51.42124,-16.77135,0.032,0.035,bll,HSP,15.533,15.644,0.291,0.998,0.0,0.967,-0.4,27.6,N,587.0,16.007,,0.22,0.86,Simbad
207.9507786,-53.6074233,261,J0326.0-1842,0,Y,PMN J0325-1843,51.47913,-18.7358,0.042,0.09,bcu II,ISP,14.405,14.405,,0.99,0.809,0.0,-0.119,113.8,N,,,,,,Simbad
180.7470107,-42.4314477,262,J0326.2+0225,0,Y,1H 0323+022,51.55812,2.42074,0.004,0.049,bll,HSP,15.865,15.925,0.147,1.0,0.855,0.965,-0.732,68.29,N,336.0,15.886,,0.29,0.95,Simbad
276.9660987,-46.3313774,263,J0331.3-6155,0,Y,PMN J0331-6155,52.82733,-61.92417,0.006,0.043,bcu II,HSP,15.5,15.5,,0.999,0.931,0.902,-0.316,381.8,S,25.9,16.688,,0.44,1.29,Simbad
153.624873,-12.8938558,264,J0333.4+4003,0,Y,B3 0330+399,53.44503,40.11067,0.083,0.091,bcu II,ISP,14.3,14.3,,0.947,0.0,0.0,0.093,66.1,N,,19.571,17.38,0.32,,Simbad
130.5582791,18.4538763,265,J0333.4+7853,0,Y,NVSS J033344+785027,53.43704,78.84101,0.051,0.058,bcu II,ISP,14.82,14.82,,0.978,0.809,0.0,-0.234,102.34,N,,17.857,16.89,0.37,1.82,Simbad
